DataProvider, AccessionNumber, SpecimenType, TypeStatus, Exsiccata, Flags, Notes, SpecimenLinks, DuplicatesAt, OtherCatalogNumbers, AssignedReferenceNumbers, TaxonName_C1, Determiner_C1, DeterminersRefNo_C1, IdentificationType_C1, IdentificationDateISO_C1, IdentifiersNote_C1, PreferredName_C1, VernacularName_C1, PartAffected_C1, Substrate_C1, AssociationType_C1, Association_C1, PreviousIdentifications_C1, TaxonName_C2, Determiner_C2, DeterminersRefNo_C2, IdentificationType_C2, IdentificationDateISO_C2, IdentifiersNote_C2, PreferredName_C2, VernacularName_C2, PartAffected_C2, Substrate_C2, AssociationType_C2, Association_C2, PreviousIdentifications_C2, OtherComponents, Contributor, ContributorRefNo, Isolator, IsolationDate, ReceivedFrom, ReceivedDate, SpecimenEvents, Country_CE1, VerbatimCountry_CE1, LandDistrict_CE1, NZAreaCode_CE1, EcologicalDistrict_CE1, Locality_CE1, Collector_CE1, CollectionDate_CE1, CollectionDateISO_CE1, Habitat_CE1, MicroHabitat_CE1, Altitude_CE1, LocalHeight_CE1, GeoReference_CE1, DecimalLatitude_CE1, DecimalLongitude_CE1, Abundance_CE1, Method_CE1, Keywords_CE1, Context_CE1, Country_CE2, VerbatimCountry_CE2, LandDistrict_CE2, NZAreaCode_CE2, EcologicalDistrict_CE2, Locality_CE2, Collector_CE2, CollectionDate_CE2, CollectionDateISO_CE2, Habitat_CE2, MicroHabitat_CE2, Altitude_CE2, LocalHeight_CE2, GeoReference_CE2, DecimalLatitude_CE2, DecimalLongitude_CE2, Abundance_CE2, Method_CE2, Keywords_CE2, Context_CE2, OtherCollectionEvents, SpecimenId, DataAccessLevel, IsDeaccessioned
"International Collection Of Micro-organisms","ICMP 22017","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 1","Characterised as: Sequencing of ITS and LSU gene.; Other Details: This is a new record for New Zealand. The organism has been reported from Australia as a turf pathogen and as a root growth promoter from USA.","","","","","Phialocephala bamuru P.T.W. Wong & C. Dong 2015","B. Weir","","Determination","2016-03-20","","Phialocephala bamuru P.T.W. Wong & C. Dong","","","","","","",,,,,,,,,,,,,,"","M. Toome","T16-01152",,,,,"","New Zealand","","","","","Auckland","","","","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","B2352313-6EA9-424B-97A5-2A6754E164FC","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19020","Fungal Culture","","","Price Category: Category 1","Characterised as: Identified by morphology and sequencing","","","","","Cylindrocladiella parva (P.J. Anderson) Boesew. 1982","R. Thangavel","T10-05980G","Determination","2011-04-18","","Cylindrocladiella parva (P.J. Anderson) Boesew.","","","","isolated from","isolated from Prunus armeniaca L.","","Prunus armeniaca L.","","","Determination","","","Prunus armeniaca L.","Apricot","Roots","","","","","","R. Thangavel","T10-05980G","R. Thangavel","2011-04-18",,,"","New Zealand","New Zealand","","Auckland","","Blockhouse Bay","R. Shaw","2/12/10","2010-12-02","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E611176F-29F8-4241-8474-90BA7437145A","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19023","Fungal Culture","","","Price Category: Category 1","Characterised as: Identified by morphology and sequencing","","","","","Fusarium avenaceum (Fr.) Sacc. 1886","R. Thangavel","T10-06140K","Determination","2011-04-13","","Fusarium avenaceum (Fr.) Sacc. 1886","","","","isolated from","isolated from Solanum betaceum Cav.","","Solanum betaceum Cav.","","","Determination","","","Solanum betaceum Cav.","Tamarillo","Roots","","","","","","R. Thangavel","T10-06140K","R. Thangavel","2011-04-13",,,"","New Zealand","New Zealand","","Auckland","","Avondale","S. Wyatt","3/12/2010","2010-12-03","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","955B7134-8318-479E-B0DA-4B3173058418","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19863","Bacterial Culture","","","Price Category: Category 1","Characterised as: By 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 2 days ","","","","","Rhizobium sp.","","","Determination","","","Rhizobium Frank 1889","","","","isolated from","isolated from Dipogon lignosus (L.) Verdc.","","Dipogon lignosus (L.) Verdc.","","","Determination","","","Dipogon lignosus","Mile-a-minute","Root","","","","","","W. Y. Y. Liu ","DLCR1","W. Y. Y. Liu ","2013-01-13",,,"","New Zealand","New Zealand","","Waikato","","Hamilton East","T. K. James","10  Jan 2013","2013-01-10","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","E1EC0528-5891-4744-B66F-65CF1B97FE94","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19856","Bacterial Culture","","","Price Category: Category 1","Characterised as: Identified by 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 2 days ; Characterised as: Nod+ Fix+ Melilotus indicus","","","","","Ensifer medicae (Rome et al. 1996) Young 2003","W. Y. Y. Liu ","MI7","Determination","2013-06-03","","Ensifer medicae (Rome et al. 1996) Young 2003","","","","isolated from","isolated from Melilotus indicus (L.) All.","","Melilotus indicus (L.) All.","","","Determination","","","Melilotus indicus (L.) All.","King Island Melilot","Root","","","","","","W. Y. Y. Liu ","MI7","W. Y. Y. Liu ","2013-01-07",,,"","New Zealand","New Zealand","","Coromandel","","Opito Bay","T. K. James","7 Jan 2013","2013-01-07","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","C7AE787F-12B0-48A9-B7ED-A5505DC7B256","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19830","Bacterial Culture","","","Price Category: Category 1","Characterised as: By 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 5 days; Characterised as: Nod+ Fix+ Cytisus scoparius","","","","","Bradyrhizobium sp.","W. Y. Y. Liu ","CS2N1","Determination","2013-06-03","","Bradyrhizobium Jordan 1982","","","","isolated from","isolated from Cytisus scoparius (L.) Link","","Cytisus scoparius (L.) Link","","","Determination","","","Cytisus scoparius (L.) Link","European Broom","Root","","","","","","W. Y. Y. Liu ","CS2N1","W. Y. Y. Liu ","2011-08-22",,,"","New Zealand","New Zealand","","Mid Canterbury","","Selwyn","W. Y. Y. Liu","22 Aug 2011","2011-08-22","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","EE5E4292-90C3-4C6F-86FB-6FC9EA8CEAC3","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19833","Bacterial Culture","","","Price Category: Category 1","Characterised as: By 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 2 days ","","","","","Phyllobacterium sp.","W. Y. Y. Liu ","L9","Determination","2013-06-03","","Phyllobacterium (ex Knösel 1962) Knösel 1984","","","","isolated from","isolated from Lupinus arboreus Sims","","Lupinus arboreus Sims","","","Determination","","","Lupinus arboreus Sims","Tree lupin ","Root","","","","","","W. Y. Y. Liu ","L9","W. Y. Y. Liu ","2012-10-03",,,"","New Zealand","New Zealand","","Mid Canterbury","","New Brighton","W. Y. Y. Liu","3 Oct 2012","2012-10-03","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","7F4D287D-BA65-4C95-BDA8-7AC9BFD4ADFF","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19834","Bacterial Culture","","","Price Category: Category 1","Characterised as: By16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 2 days ","","","","","Phyllobacterium sp.","W. Y. Y. Liu ","L10","Determination","2013-06-03","","Phyllobacterium (ex Knösel 1962) Knösel 1984","","","","isolated from","isolated from Lupinus arboreus Sims","","Lupinus arboreus Sims","","","Determination","","","Lupinus arboreus Sims","Tree lupin ","Root","","","","","","W. Y. Y. Liu ","L10","W. Y. Y. Liu ","2012-10-03",,,"","New Zealand","New Zealand","","Mid Canterbury","","New Brighton","W. Y. Y. Liu","3 Oct 2012","2012-10-03","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","EC39D873-715D-461D-9956-E8AB6E2A2134","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19820","Bacterial Culture","","","Price Category: Category 1","Characterised as: by16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 2 days ","","","","","Rhizobium sp.","W. Y. Y. Liu ","GR4B","Determination","2013-06-03","","Rhizobium Frank 1889","","","","isolated from","isolated from Galega officinalis L.","","Galega officinalis L.","","","Determination","","","Galega officinalis L.","Goat's rue","Roots","","","","","","W. Y. Y. Liu ","GR4B","H.J. Ridgway","2010-12-17",,,"","New Zealand","New Zealand","","Wanganui","","Newbury, Palmerston N.","T. K. James ","15 Dec 2010","2010-12-15","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","ED5805E7-5FDC-4BCB-9F08-5B03EFA7180F","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19870","Bacterial Culture","","","Price Category: Category 1","Characterised as: By 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 5 days; Characterised as: Nod+ Fix+ Lupinus arboreus","","","","","Bradyrhizobium sp.","H.W. Tan","S3","Determination","2013-06-03","","Bradyrhizobium Jordan 1982","","","","isolated from","isolated from Lupinus sp.","","Lupinus sp.","","","Determination","","","Lupinus","Lupin ","Root","","","","","","H. W. Tan","S3","H. W. Tan","2012-08-21",,,"","New Zealand","New Zealand","","Mid Canterbury","","Porters Pass","H.W. Tan","19 Aug 2012","2012-08-19","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","6D2CCA6B-3317-436F-A31E-432DD7FE918A","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19871","Bacterial Culture","","","Price Category: Category 1","Characterised as: By 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 5 days; Characterised as: Nod+ Fix+ Lupinus arboreus","","","","","Bradyrhizobium sp.","H.W. Tan","S7","Determination","2013-06-03","","Bradyrhizobium Jordan 1982","","","","isolated from","isolated from Lupinus sp.","","Lupinus sp.","","","Determination","","","Lupinus","Lupin ","Root","","","","","","H. W. Tan","S7","H. W. Tan","2012-08-21",,,"","New Zealand","New Zealand","","South Canterbury","","Waitaki River","H.W. Tan","19/8/2012","2012-08-19","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","B14B2FA0-2F05-4F40-899E-527C1070B664","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19868","Bacterial Culture","","","Price Category: Category 1","Characterised as: By 16S rRNA sequencing ; Growth Conditions: YMA @ 20-25 C for 2 days ","","","","","Sinorhizobium sp. ","W.Y.Y. Liu","DLJP3","Determination","2012-10-01","","Ensifer Casida 1982","","","","isolated from","isolated from Dipogon lignosus (L.) Verdc.","","Dipogon lignosus (L.) Verdc.","","","Determination","","","Dipogon lignosus","Mile-a-minute","Root","","","","","","W. Y. Y. Liu ","DLJP3","W. Y. Y. Liu ","2013-01-13",,,"","New Zealand","New Zealand","","Waikato","","Hamilton East","T. K. James","10 Jan 2013","2013-01-10","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","9E0D7746-DC0B-4FED-99D9-610A5E23C6C7","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 11310","Bacterial Culture","","","Price Category: Category 1","Pathogenic to: carrot, potato (Wright); Characterised as: LOPAT IVb","","","","","Pseudomonas marginalis (Brown 1918) Stevens 1925","","","Determination","","","Pseudomonas marginalis (Brown 1918) Stevens 1925","","","","isolated from","isolated from Daucus carota L. var. sativus Hoffm.","TaxonName: Pseudomonas marginalis","Daucus carota L. var. sativus Hoffm.","","","Determination","","","Daucus carota var. sativus (L.) Schübl. & G.Martens","carrot","root soft rot","","","","","","P.J. Wright","92-12","","1992-09-01",,,"","New Zealand","New Zealand","","Mid Canterbury","","Rakaia","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","0EF61527-A255-4232-937B-5FD07FDA3E7E","Public","",
"International Collection Of Micro-organisms","ICMP 19432","Bacterial Culture","","","Price Category: Category 1","Characterised as: Identified by sequencing 16s rRNA, using recA, atpD and niftl gnes; Characterised as: Failed to nodulate sulla","","","","","Rhizobium galegae Lindström 1989","","","Determination","","","Rhizobium galegae Lindström","","","","isolated from","isolated from Hedysarum coronarium","","Hedysarum coronarium","","","Determination","","","Hedysarum coronarium L.","Sulla","Root nodule","","","","","","W.Y. Liu","CHC2C","H. Ridgway","2011-02-00",,,"","New Zealand","New Zealand","","Marlborough Sounds","","Wharerata","T. James","0/2/2011","2011-02-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E151B5C5-2E2F-4894-B9EC-4D1D2AF77555","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19426","Chromist Culture","","","Price Category: Category 1","","","","","","Phytophthora cryptogea Pethybr. & Laff. 1919","R. Thangavel","T11-04748","Determination","","","Phytophthora cryptogea Pethybr. & Laff. 1919","","","","isolated from","isolated from Fuchsia","","Fuchsia","","","Determination","","","Fuchsia","","Roots and soil","","","","","","R. Thangavel","T11-04748","R. Thangavel","2012-01-11",,,"","New Zealand","New Zealand","","Auckland","","Motutapu Isand","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","4172DED3-5D5E-4DB4-94DB-754DF8200E12","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19430","Bacterial Culture","Type strain","","Price Category: Category 1","Characterised as: Identified by 16s rRNA and recA gene sequencing; Characterised as: Produced functional nodules on D. lignosus at re-inoculation","","","","","Burkholderia dipogonis Sheu et al.","Sheu et al.","","Determination","2015-00-00","","Burkholderia dipogonis Sheu et al.","","","","isolated from","isolated from Dipogon lignosus (L.) Verdc.","TaxonName: Burkholderia sp.","Dipogon lignosus (L.) Verdc.","","","Determination","","","Dipogon lignosus","Mile-a-minute, dolichos pea","Root nodule","","","","","","W.Y. Liu","DL7","H. Ridgway","2011-02-00",,,"","New Zealand","New Zealand","","Waikato","","Dinsdale, Hamilton","T. James","0/2/2011","2011-02-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","78845D18-EBC7-418C-A1C4-93A3B6F4D1C9","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 10999","Fungal Culture","","","Price Category: Category 1","Pathogenic to: buttercup squash (Rees-George)","","","","","Nectria haematococca Berk. & Broome","","","Determination","","","Fusarium haematococcum Nalim, Samuels & Geiser","","","","isolated from","isolated from Cucurbita maxima Duch.","TaxonName: Nectria haematococca","Cucurbita maxima Duch.","","","Determination","","","Cucurbita maxima Duchesne","buttercup squash","root","","","","","","B.T. Hawthorne","BTH869","","1988-01-01",,,"Ex, actioned by J. Rees-George on 1988-01-01","New Zealand","New Zealand","","Auckland","","Pukekohe","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","ECEF0B67-44CD-4EEB-9642-91CC00B9DF65","Public","",
"International Collection Of Micro-organisms","ICMP 371","Bacterial Culture","","","MPI: Restricted Culture; Grade: b; Price Category: Category 2","Strain Data: tumourigenic strains; Pathogenic to: bean, capsicum, coleus, lupin, marigold, sunflower, tomato, zinnia; Growth Conditions: Kings B or YNA @ 26 C for 3 days","CD901EE8-A707-4A16-A58E-B290C2F03295 (): , ICMP 371ICMP 730","","","PDDCC: PDDCC 371","Agrobacterium sp.","","","Determination","","","Rhizobium Frank 1889","","","","isolated from","isolated from Populus sp.","TaxonName: Agrobacterium tumefaciens","Populus sp.","","","Determination","","","Populus","poplar","root","","","","","","M.H. Dye","M22",,,,,"Via, actioned by A.M. Paton on ","United Kingdom","UK (Scotland)","","","","Edinburgh","A.M. Paton","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","EEE68A70-1E56-48A7-81A3-6A6F07FF51D5","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 18893","Fungal Culture","","","Price Category: Category 1; Grade: a","Characterised as: ITS rDNA 100% identical to sequences of C. parva GenBank AY93454 / AY793455 and B-tubulin 99% to AY793486 / AY793489 / AY793488 / HM03482; Growth Conditions: PDA @ 20 C for 7 days","","","LUPP 996","","Cylindrocladiella parva (P.J. Anderson) Boesew.","E. Jones","Co1e","Determination","","","Cylindrocladiella parva (P.J. Anderson) Boesew.","","","","isolated from","isolated from Vitis vinifera L.","","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","Grapevine rootstock 101-14","Black foot symptoms of stem base and root","","","","","","E. Jones","LUPP996","C. Bleach","2005-04-01",,,"Via, actioned by B. Pathrase on ","New Zealand","New Zealand","","Central Otago","","Central Otago","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","AF76DE9A-B0C6-4574-BFAE-6B7F6FCD993F","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 18896","Fungal Culture","","","Price Category: Category 1; Grade: a","Characterised as: ITS rDNA 100% identical to sequences of C. parva GenBank AY93454 / AY793455 and B-tubulin 99% to AY793486 / AY793489 / AY793488 / HM03482; Pathogenic to: grapevine roots; Growth Conditions: PDA @ 20 C for 7 days","","","LUPP 1156","","Cylindrocladiella parva (P.J. Anderson) Boesew.","E. Jones","","Determination","","","Cylindrocladiella parva (P.J. Anderson) Boesew.","","","","isolated from","isolated from Vitis vinifera L.","","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","Grapevine rootstock 101-14","Roots","","","","","","E. Jones","LUPP1156","C. Bleach","2008-06-00",,,"","New Zealand","New Zealand","","Auckland","","Auckland","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","EC16A91E-F73D-4537-A965-9F3853C37B90","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 18894","Fungal Culture","","","Price Category: Category 1; Grade: a","Characterised as: ITS rDNA 100% identical to sequences of C. parva GenBank AY93454 / AY793455 and B-tubulin 99% to AY793486 / AY793489 / AY793488 / HM03482; Growth Conditions: PDA @ 20 C for 7 days","","","LUPP 1154","","Cylindrocladiella parva (P.J. Anderson) Boesew.","E. Jones","","Determination","","","Cylindrocladiella parva (P.J. Anderson) Boesew.","","","","isolated from","isolated from Vitis vinifera L.","","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","Grapevine rootstock 101-14","Roots","","","","","","E. Jones","LUPP1154","C. Bleach","2007-06-00",,,"","New Zealand","New Zealand","","Auckland","","Auckland","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","7D06C47E-9906-4F74-B311-B15E7E7E7771","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 18895","Fungal Culture","","","Price Category: Category 1; Grade: a","Characterised as: ITS rDNA 100% identical to sequences of C. parva GenBank AY93454 / AY793455 and B-tubulin 99% to AY793486 / AY793489 / AY793488 / HM03482; Growth Conditions: PDA @ 20C for 7 days","","","LUPP 1155","","Cylindrocladiella parva (P.J. Anderson) Boesew.","E. Jones","","Determination","","","Cylindrocladiella parva (P.J. Anderson) Boesew.","","","","isolated from","isolated from Vitis vinifera L.","","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","Grapevine rootstock 101-14","Roots","","isolated from","","","","E. Jones","LUPP1155","C. Bleach","2007-06-00",,,"","New Zealand","New Zealand","","Auckland","","Auckland","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","4C2AA413-EEE6-4241-8B6C-D4253A56CBBD","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 20833","Chromist Culture","","","Price Category: Category 2; MPI: Restricted Culture","Characterised as: Morphological identification from culture; Growth Conditions: PSA (Potato sucrose agar) with antibiotics (Streptomycin/Penicillin)  room temperature (25-30 C) ; Other Details: Held in other collection at Crop Disease Diagnostic Laboratory, Pakse, Champasak, Lao PDR","","","","","Pythium aphanidermatum (Edson) Fitzp.","L. Burgess","SVK-7","Determination","2015-02-10","","Pythium aphanidermatum (Edson) Fitzp.","","","","isolated from","isolated from Cucurbita maxima Duchesne","","Cucurbita maxima Duchesne","","","Determination","","","Cucurbita maxima Duchesne","Pumpkin","Roots","","","","","","S. Callaghan","SVK-7","L. Burgess","2015-01-17",,,"","Lao People's Democratic Republic","Lao People's Democratic Republic","","","","Savanakhet","L. Burgess","17 Jan 2015","2015-01-17","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","A3BF6950-C816-40AC-935D-295B38DDD131","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 20540","Fungal Culture","","","Price Category: Category 1","Pathogenic to: Grapevine; Characterised as: Identified by DNA sequencing of the ITS, β-tubulin, ELF-1α  and histone H3 ; Growth Conditions: Potato Dextrose and Malt Extract Agar at 20 C 12/12 light and dark","","","","","Cylindrocarpon pauciseptatum Schroers & Crous","B. Pathrose","","Determination","","","Dactylonectria pauciseptata (Schroers & Crous) L. Lombard & Crous 2014","","","","isolated from","isolated from Vitis vinifera L.","","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","Grape","Root","","","","","","H. Ridgway","","C. Bleach","2005-04-13",,,"","New Zealand","New Zealand","","Marlborough","","Marlborough","C. Bleach","2005","2005-00-00","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","251DF5C0-D859-415B-A726-08A5B066821A","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 21217","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 2","","","BRIP ","44994","","Thanatephorus cucumeris (A.B. Frank) Donk 1956","M.J.Fuhlbohm","","Determination","2004-07-00","","Thanatephorus cucumeris (A.B. Frank) Donk 1956","","","","isolated from","isolated from Cicer arietinum L. cultivar Amethyst","","Cicer arietinum L. cultivar Amethyst","","","Determination","","","Cicer arietinum L.","Chickpea","Root rot","","","","","","Yu Pei Tan ","",,,,,"","Australia","Australia","","","","Theodore, Queensland","M.J.Fuhlbohm","Jul 2003","2003-07-00","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","1088300F-88CD-4DA8-BBC3-1A8148C4AE8D","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 21216","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 2","","","BRIP ","44993","","Thanatephorus cucumeris (A.B. Frank) Donk 1956","M.J.Fuhlbohm","","Determination","2003-07-00","","Thanatephorus cucumeris (A.B. Frank) Donk 1956","","","","isolated from","isolated from Cicer arietinum L. cultivar Amethyst","","Cicer arietinum L. cultivar Amethyst","","","Determination","","","Cicer arietinum L.","Chickpea","Root rot","","","","","","Yu Pei Tan ","",,,,,"","Australia","Australia","","","","Theodore, Queensland","M.J.Fuhlbohm","Jul 2003","2003-07-00","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","DC894B55-3736-4821-8BB7-98EA30FC6B5A","Public","FALSE",
